ticker,field,value
RCKY UW,CIE_DES,"Rocky Brands, Inc. designs, develops, manufactures, and markets men's and women's footwear."
RCM UW,CIE_DES,R1 RCM Inc. operates as a revenue cycle management company. The Company provides technology-driven solutions that transform the patient experience and financial performance of healthcare providers. R1 RCM serves customers in the United States.
RCUS UN,CIE_DES,"Arcus Biosciences, Inc. operates as a biotechnology company. The Company discovers, develops, and commercializes immunotherapies for the treatment of cancer patients. Arcus Biosciences serves customers in the United States."
RDFN UW,CIE_DES,Redfin Corporation offers real estate services. The Company provides web based real estate database and brokerage services for residential buildings. Redfin serves customers in the United States.
RDN UN,CIE_DES,"Radian Group Inc. provides financial guarantee insurance. The Company's products and services enable homebuyers to purchase homes more quickly and with smaller down payments, protect lenders against loan default, and lower the costs of mortgage origination and servicing. Radian also provides insurance and reinsurance to investors in corporate, municipal, and asset-backed securities."
RDNT UQ,CIE_DES,"RadNet, Inc. owns and operates outpatient diagnostic imaging centers. The Company's centers are located throughout California."
RDVT UR,CIE_DES,"Red Violet, Inc. operates as a software and services company. The Company specializes in big data analysis providing cloud-based mission-critical information solutions to enterprises in a variety of industries. Red Violet serves customers in the United States."
RDW UN,CIE_DES,Redwire Corp. operates as a space infrastructure company. The Company offers mission critical space solutions and high reliability components. Redwire serves customers worldwide.
PTEN UW,CIE_DES,"Patterson-UTI Energy, Inc. provides land-based drilling services to major and independent oil and natural gas companies. The Company conducts drilling operations in Texas, New Mexico, Utah, Oklahoma, Louisiana, and western Canada. Patterson-UTI is also involved in pressure pumping, oil and gas exploration and production, and drilling and completion fluids services."
PTGX UQ,CIE_DES,"Protagonist Therapeutics, Inc. operates as a clinical-stage biopharmaceutical company. The Company focuses on discovering and developing peptide-based new chemical entities to address significant unmet medical needs. Protagonist Therapeutics serves customers worldwide."
PTLO UW,CIE_DES,"Portillo's Inc. operates a chain of restaurants. The Company offers beef, fresh pasta trays, gourmet salads, pastas, sandwiches, and burgers, as well as provides catering services, hosts events, and parties. Portillo's serves customers in the United States."
PTRA UW,CIE_DES,"Proterra, Inc. operates as an automotive and energy storage company. The Company designs and manufactures electric transit buses and electric charging systems. Proterra serves customers worldwide."
PTSI UQ,CIE_DES,"P.A.M. Transportation Services, Inc. (PTSI) provides transportation services. The Company offers dedicated, just in time delivery, private fleet replacement, and brokerage services. PTSI serves customers in North America."
PTVE UW,CIE_DES,Pactiv Evergreen Inc. provides packaging solutions. The Company offers operates paper mills that produces cardboard boxes. Pactiv Evergreen serves customers worldwide.
PUBM UQ,CIE_DES,"PubMatic, Inc. provides integrated inventory, data, and advertising revenue optimization platform for digital publishers. The Company offers impression-level ad auction, global demand representation, audience analytics, brand control, data safety, inventory yield management, and enterprise ad operations support services. PubMatic serves publishers worldwide."
PUMP UN,CIE_DES,"ProPetro Holding Corp. operates as a holding company. The Company, through its subsidiaries, offers well drilling, stimulation, cementing, and coiled tubing services. ProPetro Holding serves customers in North America."
PVBC UR,CIE_DES,"Provident Bancorp, Inc. of Maryland provides banking services. The Company offers commercial and small business lending, working capital loans, export credit insurance loans, term financing, and depository services. Provident Bancorp operates in the United States."
PWP UW,CIE_DES,"Perella Weinberg Partners operates as an investment banking firm. The Company focuses on mergers and acquisitions, capital markets, restructuring and liability management, and shareholder engagement. Perella Weinberg Partners serves customers worldwide."
REX UN,CIE_DES,"REX American Resources Corporation is invested in ethanol production entities. The Company produces ethanol, and dried and modified distillers grains, as well as leases real estate properties."
REZI UN,CIE_DES,"Resideo Technologies, Inc. provides home comfort and security solutions. The Company offers low voltage connected devices which delivers access to controls, monitoring, and alerts. Resideo Technologies serves customers worldwide."
RGNX UW,CIE_DES,"REGENXBIO Inc. operates as a biotechnology company. The Company focuses on the development, commercialization, and licensing of recombinant, and adeno-associated virus gene therapy. REGENXBIO serves customers worldwide."
RGP UW,CIE_DES,"Resources Connection Inc is a professional services firm. The Company provides accounting and finance, human resources management, and information technology professionals to clients on a project-by-project basis. Resources assists its clients with discrete projects requiring specialized expertise, compensation program design, and transitions of management information system."
RGR UN,CIE_DES,"Sturm Ruger & Company Inc. designs, manufactures, sells, and exports firearms. The Company produces rifles, shotguns, pistols, and revolvers. The Company also manufactures titanium and ferrous investment castings utilized in a wide variety of markets including sporting goods and other military uses."
RGTI UR,CIE_DES,"Rigetti Computing, Inc. is an integrated systems company. The Company designs and develops quantum computers and superconducting quantum processors using artificial intelligence and machine learning solutions. Rigetti Computing serves customers worldwide."
RHP UN,CIE_DES,"Ryman Hospitality Properties, Inc. is a real estate investment trust. The Company specializes in group-oriented and destination hotel assets in urban and resort markets."
RICK UQ,CIE_DES,"RCI Hospitality Holdings, Inc., through its subsidiaries, owns and operates night clubs offering adult entertainment, restaurants, and bar operations in Texas and other locations in the United States. The Company, through its subsidiaries, also owns and operates media and websites related to their operations."
RIDE UW,CIE_DES,"Lordstown Motors Corp. designs and manufactures electric vehicles. The Company offers electric light duty trucks, pickup trucks, and other vehicles. Lordstown Motors serves customers in the United States."
RIGL UW,CIE_DES,"Rigel Pharmaceuticals, Inc. operates as a biotechnology company. The Company discovers and develops novel and small-molecule that focuses on hematologic disorders, cancer and rare immune diseases. Rigel Pharmaceuticals serves customers in the United States."
RMAX UN,CIE_DES,"RE/MAX Holdings, Inc. provides real estate brokerage services. The Company sells residential and commercial properties worldwide."
RMBL UR,CIE_DES,"RumbleON, Inc. provides Internet based services. The Company operates an e-commerce platform that allows consumers and dealers to buy, sell, trade, and finance pre-owned recreation vehicles, as well as offers inspection, reconditioning, and distribution services. RumbleON serves customers in the United States."
RMBS UW,CIE_DES,"Rambus Inc. designs, develops, licenses, and markets high-speed chip-to-chip interface technology to enhance the performance and cost-effectiveness of consumer electronics, computer systems, and other electronic products. The Company licenses semiconductor companies to manufactures and sells memory and logic ICs incorporating rambus interface technology."
RMNI UQ,CIE_DES,"Rimini Street, Inc. provides enterprise software support services. The Company offers support services program features such as product and security support, risk avoidance, technology support, innovation and roadmap, account management, and archiving services, as well as global tax, legal, and regulatory update services. Rimini Street serves education and public sector worldwide."
RMR UR,CIE_DES,"The RMR Group Inc. operates as a real estate management and investment company. The Company, through managed entities, owns and develops real estate properties with a focus on senior living communities, hotels, resorts, cruise ships, and full service travel centers, as well as provides management services to several real estate investment trusts."
RNA UQ,CIE_DES,Avidity Biosciences LLC operates as a biotechnology company. The Company develops and discovers novel antibody oligonucleotide conjugates therapeutics that overcome current barriers to the delivery of oligonucleotides and unlock their potential to treat a wide range of serious diseases. Avidity Biosciences serves customers in the United States.
RNST UW,CIE_DES,"Renasant Corporation is the parent of Renasant Bank and Renasant Insurance. The Company operates banking and insurance offices in Mississippi, Tennessee, Florida, and Alabama, all located in the United States. Renasant provides a range of deposit products, loans, and other services, as well as life, health and disability, and long-term care insurance."
ROAD UW,CIE_DES,"Construction Partners, Inc. provides infrastructure construction services. The Company offers services to public and private infrastructure projects includes highways, roads, bridges, airports, and commercial and residential sites. Construction Partners serves customers in the United States."
ROCC UW,CIE_DES,"Ranger Oil Corporation operates as an oil and gas company. The Company offers exploration, development, and production of oil and natural gas. Ranger Oil serves customers in the United States."
ROCK UW,CIE_DES,"Gibraltar Industries, Inc. is a manufacturer, processor, and distributor of metals and other engineered materials for the building products, vehicular, and other industrial markets. The Company serves customers in a variety of industries in North and South America, Europe, and Asia."
RSVR UQ,CIE_DES,"Reservoir Media, Inc. is a music company. The Company produces, publishes, and distributes music recordings. Reservoir Media serves customers worldwide."
RTL UW,CIE_DES,"The Necessity Retail REIT, Inc. operates as a publicly traded real estate investment. The Company focuses on acquiring and managing portfolio of primarily service-oriented and traditional retail, as well as distribution commercial real estate properties in the United States."
RUSHA UW,CIE_DES,"Rush Enterprises, Inc. operates a regional network of commercial vehicle dealerships. The Company sells new and used heavy-duty and medium-duty trucks, and buses. Rush also provides parts and maintenance, leasing, and financing services."
RUSHB UW,CIE_DES,"Rush Enterprises, Inc. operates a regional network of commercial vehicle dealerships. The Company sells new and used heavy-duty and medium-duty trucks, and buses. Rush also provides parts and maintenance, leasing, and financing services."
RUTH UW,CIE_DES,"Ruth's Hospitality Group, Inc. is a fine dining steak house company. The Company develops and operates high-end restaurants that offers chicken, fish, and steaks with melted butter and freshly chopped parsley, as well provides side dishes, appetizers, and desserts. Ruth's Hospitality Group serves customers worldwide."
RVLV UN,CIE_DES,"Revolve Group, Inc. operates as an e-commerce fashion company. The Company markets and sells men's and women's designer apparels, shoes, and accessories. Revolve Group offers jackets, pants, shorts, skirts, sweaters, tops, shoes, and jewelry products. Revolve Group markets its products worldwide."
RVMD UW,CIE_DES,"Revolution Medicines, Inc. operates as an oncology company. The Company discovers novel targeted therapies to inhibit elusive frontier targets within notorious growth and survival pathways. Revolution Medicines serves customers worldwide."
RVNC UQ,CIE_DES,"Revance Therapeutics, Inc. produces biopharmaceutical products. The Company develops drug delivery and treatments for dermatology and aesthetic medicine. Revance Therapeutics serves patients and doctors throughout the United States."
RWT UN,CIE_DES,"Redwood Trust, Inc. is an internally-managed specialty finance company focused on making credit sensitive investments in residential loans and other mortgage-related assets, as well as residential mortgage banking activities. For tax purposes, Redwood is structured as a REIT"
RXDX UW,CIE_DES,"Precision IBD, Inc. operates as a biopharmaceutical company. The Company focuses on the development of therapeutics and companion diagnostics for inflammatory bowel diseases. Precision IBD serves customers worldwide."
QUOT UN,CIE_DES,"Quotient Technology Inc. is a digital media and promotions technology company. The Company offers a social media platform that provides the company with proprietary and licensed data, including retailers' in-store point-of-sale shopper data, purchase intent, and location intelligence to deliver valuable outcomes for advertisers, retailers, and customers."
RAD UN,CIE_DES,"Rite Aid Corporation operates a retail drugstore chain in various states and the District of Columbia. The Company sells prescription drugs, as well as other products such as health and beauty aids, nonprescription medications, and cosmetics."
RADI UQ,CIE_DES,"Radius Global Infrastructure, Inc., is a multinational owner of a portfolio of triple-net ground, rooftop and other communications properties leased to wireless carriers and tower companies underlying their cell site antenna infrastructure. The Company is also expanding into other digital infrastructure segments and is headquartered in the United States."
RAMP UN,CIE_DES,"LiveRamp Holdings, Inc. operates as a marketing technology company. The Company provides data foundation, digital transformation, consumer engagement, online marketing, and analysis services. LiveRamp Holdings serves clients worldwide."
RAPT UQ,CIE_DES,"RAPT Therapeutics, Inc. operates as a pharmaceutical company. The Company offers immunology, small molecule drug discovery, and computational biology services to conquer cancer and allergic inflammatory diseases. RAPT Therapeutics serves customers worldwide."
RBB UW,CIE_DES,"RBB Bancorp provides banking services. The Bank accepts deposits, as well as provides loans and cash management services. RBB offers debit and credit cards, online banking, and other related services. RBB operates in the States of California and Nevada."
RBBN UW,CIE_DES,"Ribbon Communications Inc. delivers communications software, IP optical network solutions to service providers, enterprises, and critical infrastructure sectors. The Company offers core-to-edge solutions, cloud-native, security, and analytics tools, along with IP optical networking solutions for 5G. Ribbon Communications serves customers worldwide."
RBC UN,CIE_DES,"RBC Bearings Incorporated designs, manufactures, and markets bearing products. The Company offers precision plain, roller, cam followers, couplings, collars, locking, tool holders, shafts, pins, rods, tubes, and ball bearings. RBC Bearings serves industrial, aerospace, and defense markets worldwide."
RBCAA UW,CIE_DES,"Republic Bancorp, Inc. of Kentucky is the holding company for Republic Bank & Trust Company. The Bank attracts deposits from the general public and originates a variety of commercial and consumer loans. Republic Bank operates in north central and central Kentucky."
RBOT UN,CIE_DES,Vicarious Surgical Inc. operates as a medical robotics company. The Company develops vicarious surgical robotic system which designed with a focuses on abdominal access and visualization through a single port. Vicarious Surgical serves customers worldwide.
REAL UW,CIE_DES,"The RealReal, Inc. owns and operates a members-only consignment marketplace for luxury goods. The Company specializes in curating and authenticating a full range of previously owned luxury products such as clothing, shoes, accessories, and jewelry that are sold on consignment. RealReal markets its products and services throughout the United States."
REFI UQ,CIE_DES,"Chicago Atlantic Real Estate Finance, Inc. operates as a commercial real estate finance company. The Company focuses on originating, structuring, and investing in first mortgage loans and structured financings secured by commercial real estate properties."
REI UA,CIE_DES,"Ring Energy, Inc. operates as an independent oil and gas exploration company with headquarters in Midland, Texas. The Company focuses on the exploration, development, and acquisition of oil and natural gas properties in the Permian and Mid-Continent regions of the United States."
RELY UW,CIE_DES,"Remitly Global, Inc. provides financial services. The Company offers online money transfer and payment solutions for immigrants and their families by providing the financial services. Remitly Global serves customers worldwide."
RENT UW,CIE_DES,"Rent the Runway, Inc. retails clothes and accessories. The Company offers gowns, shoes, jewelry, beauty products, handbags, gifts, and other related products. Rent the Runway serves customers in the United States."
REPL UW,CIE_DES,"Replimune Group, Inc. operates as a clinical-stage bio-technology company. The Company discovers and develops oncolytic immunotherapy for the treatment of patients with cancer diseases. Replimune Group serves customers in the United States."
REPX UA,CIE_DES,"Riley Exploration Permian, Inc. operates as an independent oil and natural gas company. The Company focuses on growth of its reserves, production, and cash flow through the acquisition, exploration, development, and production of oil, natural gas, and natural gas liquids. Riley Exploration Permian serves customers in the United States."
RES UN,CIE_DES,"RPC, Inc. operates as an oil and gas company. The Company provides a broad range of specialized oilfield services and equipment to independent and major oilfield companies engaged in the exploration, production and development of oil and gas properties throughout the United States and in selected international markets."
RETA UQ,CIE_DES,"Reata Pharmaceuticals, Inc. operates as a biopharmaceutical company. The Company focuses on identifying, developing, and commercializing product candidates that modulate the activity of key regulatory proteins involved in the biology of mitochondrial function, oxidative stress, and inflammation to address the unmet medical needs of patients with various life-threatening diseases."
REVG UN,CIE_DES,"REV Group, Inc. operates as a designer, manufacturer, and distributor of specialty vehicles and related aftermarket parts and services. The Company offers ambulances, fire and terminal trucks, shuttle and transit buses, street sweepers, luxury motorhomes, and wheelchair accessible vans."
SBGI UW,CIE_DES,"Sinclair, Inc. owns and operates as a broadcast television company. The Company engages consumers on multiple platforms with relevant and compelling news, entertainment, and sports content, as well as provides advertisers and businesses efficient means and value to connect with our mass audiences. Sinclair serves clients in the United States."
SBH UN,CIE_DES,"Sally Beauty Holdings, Inc. distributes and retails beauty products. The Company distributes products directly to salons and retails beauty products through a chain of cash and carry stores. Sally Beauty Holdings serves customers worldwide."
SBOW UN,CIE_DES,"SilverBow Resources, Inc. is a Houston-based energy company engaged in the exploration, development, and production of oil and gas from the Eagle Ford Shale in South Texas. The Company leverages their regional reservoir understanding to enhance their operations and maximize returns."
SBRA UW,CIE_DES,"Sabra Health Care REIT, Inc. operates a real estate investment trust. The Company owns nursing homes, rehabilitation centers, assisted living facilities, and independent living centers."
SBSI UW,CIE_DES,"Southside Bancshares, Inc. is a holding company for Southside Bank. The Bank offers a full range of financial services to commercial, industrial, financial, and individual customers, including loans, equipment financing, real estate lending, trust services, and other services through offices in eastern Texas."
SBT UR,CIE_DES,"Sterling Bancorp, Inc. of Michigan provides banking services. The Bank offers commercial, business, and consumer banking products and services, as well as provides deposits, loans, wealth management, and other financing services. Sterling Bancorp serves customers in the United States."
SCHL UW,CIE_DES,"Scholastic Corporation is a global children's publishing, education, and media company that produces and distributes educational materials for use in school and at home. The Company provides children's books, textbooks, magazines, technology-based products, teacher materials, television programming, videos, and toys. Scholastic operates throughout the world."
SCHN UW,CIE_DES,"Schnitzer Steel Industries, Inc. operates a steel scrap recycling business in the western United States. The Company supplies ferrous scrap to export and domestic steel producers through its scrap collection, processing, and deep water facilities. Schnitzer also operates collection and processing facilities, as well as manages other facilities through joint ventures."
SCL UN,CIE_DES,"Stepan Company and its subsidiaries produce specialty and intermediate chemicals which are sold to other manufacturers and then made into a variety of end products. The Company's products include surfactants, polymers, and specialty products. Stepan's customers include manufacturers of cleaning or washing compounds, paints, cosmetics, food and beverages, and other manufacturers."
SCS UN,CIE_DES,"Steelcase Inc. designs and manufactures products used to create high performance work environments. The Company offers products such as office furniture, furniture systems, interior architectural products, technology equipment, seating, and related products and services. Steelcase serves customers worldwide."
SENEA UW,CIE_DES,"Seneca Foods Corporation operates as a fruit and vegetable processing company. The Company retails fruits, beans, and vegetables, as well as offers appetizers, entrees, soups, salads, side dishes, and desserts. Seneca Foods serves customers in the United States."
SENS UA,CIE_DES,"Senseonics Holdings, Inc. operates as a medical technology company. The Company focuses on the design, development, and commercialization of glucose monitoring systems. Senseonics Holdings conducts business in the United States."
SFBS UN,CIE_DES,"ServisFirst Bancshares, Inc. provides banking services. The Company focuses on commercial and correspondent banking, cash management, private banking, and the professional consumer market, as well as personal financial services through competitive products and state-of-the-art technology. ServisFirst Bancshares serves customers in the United States."
SFIX UW,CIE_DES,"Stitch Fix, Inc. operates as an online personal styling platform. The Company offers one-to-one personalized apparel, shoes, and accessories for mens, womens, and kids. Stitch Fix serves customers in the United States."
SFL UN,CIE_DES,"SFL Corporation Ltd. owns and charters out ships. The Company operates fleet includes crude oil tankers, bulk and ore vessels, dry bulk carriers, container ships, and jack up oil rigs. SFL serves customers worldwide."
SFM UW,CIE_DES,"Sprouts Farmers Market, Inc. operates a chain of retail grocery stores. The Company offers meats, cheese, dairy products, bakery, beer and wine, bulk foods, vitamins, and supplements. Sprouts Farmers Market serves customers throughout the United States."
SFNC UW,CIE_DES,"Simmons First National Corporation is a multibank holding company. The Bank offer various loans, credit card services, checking and savings accounts, personal and corporate trust services, and other products and services through offices located in Arkansas."
SFST UQ,CIE_DES,"Southern First Bancshares, Inc. provides banking services. The Company offers checking and saving accounts, personal and business loans, payment transfers, online banking, cash management, and mortgages. Southern First Bancshares serves customers throughout the State of South Carolina."
SG UN,CIE_DES,"Sweetgreen, Inc. manages a chain of salad restaurants. The Company offers salads, frozen yogurts, nutritional specialties, and seasonal selections. Sweetgreen provides stainless steel bottles, gift cards, shirts, salad blaster bowls, and reusable shopping bags through its online stores."
SGC UQ,CIE_DES,"Superior Group of Companies, Inc. designs apparel products. The Company manufactures and sells a wide range of uniforms, corporate identification, career apparel, and accessories. Superior Group of Companies serves hospital and healthcare fields, hotels, fast food and other restaurants, public safety, industrial, transportation, and commercial markets worldwide."
RILY UQ,CIE_DES,"B. Riley Financial, Inc. offers diversified financial services. The Company provides investment banking corporate finance research, sales, and trading, as well as advisory, valuation, and wealth management services. B. Riley Financial serves high net worth individuals and public and private companies worldwide."
RIOT UR,CIE_DES,"Riot Platforms, Inc. operates as a bitcoin mining company. The Company focuses on buying cryptocurrency and blockchain businesses, as well as supports blockchain technology companies. Riot Platforms serves clients worldwide."
RKLB UR,CIE_DES,"Rocket Lab USA, Inc. operates as a space systems company. The Company manufactures spacecraft and satellite components, as well as satellite launch and on-orbit management services. Rocket Lab USA serves customers in the United States."
RLAY UQ,CIE_DES,"Relay Therapeutics, Inc. operates as a biotechnology company. The Company develops durgs for the treatment of cancer. Relay Therapeutics serves customers in the United States."
RLGT UA,CIE_DES,"Radiant Logistics, Inc. operates as a transportation and supply chain management company that acquires regional non-asset-based logistics service providers. The Company also offers its customers an array of global supply chain services."
RLI UN,CIE_DES,"RLI Corp. of Delaware operates as a specialty insurance company. The Company offers property and casualty coverages and surety bonds, as well as provides commercial, contract, energy, and miscellaneous surety products. RLI serves customers in the United States."
RLJ UN,CIE_DES,"RLJ Lodging Trust is a self-advised and self-administered Maryland real estate investment trust. The Trust invests primarily in premium-branded, focused-service and compact full-service hotels. RLJ Lodging owns hotels in multiple states and the District of Columbia."
RLMD UW,CIE_DES,"Relmada Therapeutics, Inc. is a clinical stage, public specialty pharmaceutical company who develops a variety of established drug products. The Company also researches and procures chemical entities with a focus on the treatment of pain."
RLYB UW,CIE_DES,"Rallybio Corporation operates as a clinical-stage biotechnology company. The Company focuses in discovering, developing, manufacturing, and delivering therapies that improve the lives of patients suffering from severe and rare diseases. Rallybio serves customers in the United States."
RM UN,CIE_DES,"Regional Management Corp. offers consumer finance services. The Company extends credit primarily to people who have limited access to consumer credit from banks, savings and loans, credit card companies, and other traditional lenders. The loans are on a fixed rate, fixed term basis with fully amortizing equal monthly installment payments and repayable at any time without penalty."
RXRX UW,CIE_DES,"Recursion Pharmaceuticals, Inc. operates as a bio-technology company. The Company combines artificial intelligence with automation to conduct experimental biology for testing compounds of cellular disease models in parallel. Recursion Pharmaceuticals serves customers worldwide."
RXST UQ,CIE_DES,"RxSight, Inc. operates as a commercial-stage medical technology company. The Company offers adjustable intraocular lens (IOL) that allows physicians to to improve the vision of patients following cataract surgery. RxSight serves customers in the United States."
RXT UW,CIE_DES,"Rackspace Technology, Inc. provides information technology services. The Company offers colocation, managed cloud and hosting, compliance assistance, enterprise security, and data protection services. Rackspace Technology serves customers worldwide."
RYAM UN,CIE_DES,Rayonier Advanced Materials Inc. operates as a performance fibers business. The Company produces specialty cellulose fibers using proprietary cellulose chemistry knowledge and manufacturing processes.
RYI UN,CIE_DES,"Ryerson Holding Corporation operates as a holding company. The Company, through its subsidiaries, purchases, processes, and distributes various forms of stainless steel, aluminum, carbon, alloy steel, nickel, and red metals. Ryerson serves customers worldwide."
SABR UW,CIE_DES,"Sabre Corporation provides technology solutions to the global travel and tourism industry. The Company offers tours and travel services, as well as online reservations for airlines, hotels, cruises, car rental companies, and vacation packages."
SAFE UN,CIE_DES,"Safehold Inc. operates as a real estate investment trust. The Company develops, finances, and invests in commercial real estate related projects, as well as provides corporate net lease financing services. Safehold serves customers worldwide."
SAFT UW,CIE_DES,"Safety Insurance Group, Inc. provides personal lines property and casualty insurance focused exclusively on the Massachusetts market. The Company's principal product line is private passenger automobile insurance. In addition, Safety Insurance offers commercial automobile, homeowners, dwelling fire, umbrella, and business owner policies."
SAGE UQ,CIE_DES,"Sage Therapeutics, Inc. develops treatments for central nervous system disorders. The Company provides treatments for schizophrenia, major depressive disorder, pain, and traumatic brain injury conditions. Sage Therapeutics operates in the United States."
SAH UN,CIE_DES,"Sonic Automotive, Inc. is an automotive retailer. The Company operates dealers and collision repair centers in the metropolitan southeastern, midwestern, and southwestern United States. Sonic Automotive sells new and used cars and light trucks, as well as replacement parts. Sonic Automotive also provides vehicle maintenance, warranty, paint, repair, and arranges financing services."
SCSC UW,CIE_DES,"ScanSource, Inc. is a value-added wholesale distributor of specialty technology products to the reseller market. The Company provides automatic identification and point-of-sale products, as well as telephony and computer telephony integration products. ScanSource distributes its products in the United States and internationally."
SCU UN,CIE_DES,"Sculptor Capital Management, Inc. operates as a global alternative asset management firm. The Company providing investment products in a range of areas including multi-strategy, credit, and real estate. Sculptor Capital Management serves clients worldwide."
SCVL UW,CIE_DES,"Shoe Carnival, Inc. operates as a family footwear retailers. The Company offers broad assortment of dress, casual, and athletic footwear for the entire family with an emphasis on national name brands. Shoe Carnival serves customers in the United States and Puerto Rico."
SCWX UW,CIE_DES,"SecureWorks Corp. provides intelligence-driven information security solutions. The Company offers advance threat and critical asset protection, compliance and cybersecurity risk management, and security operations services. SecureWorks serves customers in the United States."
SD UN,CIE_DES,"SandRidge Energy, Inc. explores and produces natural gas and crude oil. The Company owns and operates gas gathering, processing facilities, carbon dioxide treating, and transportation facilities. SandRidge Energy serves customers in the United States."
SDGR UW,CIE_DES,"Schrodinger, Inc. of the United States was founded in 1990. The Company's line of business includes providing software for drug discovery and materials design and running drug discovery programs independently and through collaborations."
SEAS UN,CIE_DES,"SeaWorld Entertainment Inc is a theme park and entertainment company. The Company engages in animal husbandry, behavioral management, veterinary care and animal welfare, rescue, and rehabilitate marine and terrestrial animals. SeaWorld Entertainment serves customers in the United States."
SEAT UW,CIE_DES,"Vivid Seats Inc. is an full-service ticketing marketplace. The Company offers an online marketplace which enables fans and event seekers to purchase tickets for sports, concerts, theater, and other live events. Vivid Seats serves customers in the United States."
SEER UW,CIE_DES,"Seer, Inc. operates as a biotechnology company. The Company offers solutions which combines proprietary engineered nanoparticles with an automated assay solution to provide an unmatched combination of unbiased, deep, rapid, and scalable workflow to give you a clearer view of the proteome. Seer serves customers in the United States."
SEM UN,CIE_DES,"Select Medical Holdings Corporation operates a specialty hospitals and outpatient rehabilitation clinics. The Company provides medical rehabilitation services on a contract basis at nursing homes, hospitals, assisted living and senior care centers, schools, and work sites."
ROG UN,CIE_DES,"Rogers Corporation provides electronics solutions. The Company specializes in specialty engineered materials that enable high performance and reliability in EV, HEV, wireless infrastructure, automotive safety, and portable electronics. Rogers serves clients worldwide."
ROIC UW,CIE_DES,"Retail Opportunity Investments Corp. is a fully integrated and self-managed real estate investment trust (""REIT"").  The Company specializes in the acquisition, ownership and management of necessity-based community, and neighborhood shopping centers in the western and eastern regions of the United States anchored by national and regional supermarkets and drugstores."
ROOT UW,CIE_DES,"Root, Inc. of Ohio operates as a technology company in the insurance industry. The Company offers mobile telematics and technology platform to segment individual risk based on complex behavioral data and a customer experience to make pricing decision and grow business. Root serves customers in the United States."
ROVR UQ,CIE_DES,"Rover Group, Inc. operates an online platform for pet care. The Company provides applications and websites to connect dog and cat parents with loving pet sitters and dog walkers in neighborhoods. Rover Group serves customers in the United States, Canada, the United Kingdom, and Europe."
RPAY UR,CIE_DES,"Repay Holdings Corporation operates as a holding company. The Company, through its subsidiaries, provides financial technology and payment processing solutions such as credit and debit processing, automated clearing house processing, and instant funding. Repay Holdings serves customers in the United States."
RPD UQ,CIE_DES,"Rapid7, Inc. provides security data and analytic software solutions. The Company offers services to collect, contextualize, and analyze security data to reduce threat exposure and detect compromise in real-time."
RPT UN,CIE_DES,"RPT Realty operates as a real estate investment trust. The Company owns, develops, acquires, manages, and leases regional malls, community shopping centers, and single tenant properties. RPT Realty serves customers in the United States."
RRBI UW,CIE_DES,"Red River Bancshares Inc. operates as a holding company. The Company, through its subsidiaries, focuses on banking products and services tailored to the needs of commercial and retail customers. Red River Bancshares serves customers in the State of Louisiana."
RRR UW,CIE_DES,"Red Rock Resorts, Inc. operates as a gaming, development, and management company. The Company owns and manages casino and entertainment properties. Red Rock Resorts offers restaurants, entertainment venues, movie theaters, bowling, and banquet space, as well as casino gaming such as video poker, slot machines, table games, bingo, and race and sports wagering."
RSI UN,CIE_DES,"Rush Street Interactive, Inc. operates as a gaming company. The Company focuses on developing and operating real money and social gaming online products. Rush Street Interactive serves customers in the United States."
SMP UN,CIE_DES,"Standard Motor Products, Inc. manufactures replacement parts and automotive related items for the automotive industry. The Company's products include ignition and electrical parts, emission and engine controls, sensors, battery cables, clutches, blower motors, condensers, and hoses, among others. Standard Motor sells its products primarily throughout the United States and Canada."
SMPL UR,CIE_DES,The Simply Good Foods Company operates as an investment company. The Company invests in and expands snacks and food products businesses. Simply Good Foods serves customers in the States of Colorado and Connecticut.
SMR UN,CIE_DES,"NuScale Power Corporation operates as a small modular reactor (SMR) technology company. The Company provides scalable advanced nuclear technology for the production of electricity, heat, and clean water. NuScale Power serves customers worldwide."
SMRT UN,CIE_DES,"SmartRent Inc operates as an enterprise smart home automation company. The Company develops software and hardware that empowers property owners, managers, and homebuilders to manage, protect, and automate daily operational processes. SmartRent serves customers worldwide."
SMTC UW,CIE_DES,"Semtech Corporation designs, manufactures, and markets a wide range of analog and mixed-signal semiconductors, including integrated circuits, discrete circuits, and assembly products. The Company's devices are used in computer, communications, industrial, military-aerospace, and automotive applications."
SNBR UW,CIE_DES,"Sleep Number Corporation designs, manufactures, and markets a line of air bed mattresses. The Company provides a variety of beds, bedding, pillows, mattress pads and layers, sheets, duvets, bed skirts, bases, furniture, bed accessories, and kids blankets. Sleep Number serves customers in the United States."
SNCE UQ,CIE_DES,"Science 37 Holdings, Inc. operates as a holding company. The Company, through its subsidiaries, offers clinical trial operating system which supports clinical research designs with end-to-end technology platform and specialized networks of patient communities, telemedicine investigators, mobile nurses, remote coordinators, and connected devices."
SNCY UW,CIE_DES,"Sun Country Airlines Holdings, Inc. operates as a holding company. The Company, through its subsidiaries, provides air carrier that deploys shared resources across our synergistic scheduled service, charter, and cargo businesses. Sun Country Airlines Holdings serves customers worldwide."
SNDX UW,CIE_DES,"Syndax Pharmaceuticals, Inc. operates as a biopharmaceutical company. The Company offers therapies to treat solid tumors and lung, breast, and hematological cancer. Syndax Pharmaceuticals serves the medical and healthcare sectors in the United States."
