ticker,NAME,CIE_DES,GICS_SECTOR_NAME,GICS_INDUSTRY_GROUP_NAME,GICS_INDUSTRY_NAME,GICS_SUB_INDUSTRY_NAME
RTX UN,RAYTHEON TECHNOLOGIES CORP,"Raytheon Technologies Corporation operates as an aircraft manufacturing company. The Company focuses on technology offerings and engineering teams to deliver innovative solutions such as aero structures, avionics, interiors, mechanical systems, mission systems, aircraft engines, power and control systems, radars, software, and other products.",Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
RUN UW,SUNRUN INC,"Sunrun Inc. provides solar energy solutions. The Company sells, installs, monitors, and maintains battery and solar panels on homeowner's roofs to supply solar electricity. Sunrun serves customers in the United States.",Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
RUSHA UW,RUSH ENTERPRISES INC-CL A,"Rush Enterprises, Inc. operates a regional network of commercial vehicle dealerships. The Company sells new and used heavy-duty and medium-duty trucks, and buses. Rush also provides parts and maintenance, leasing, and financing services.",Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
RUSHB UW,RUSH ENTERPRISES INC - CL B,"Rush Enterprises, Inc. operates a regional network of commercial vehicle dealerships. The Company sells new and used heavy-duty and medium-duty trucks, and buses. Rush also provides parts and maintenance, leasing, and financing services.",Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
RUTH UW,RUTH'S HOSPITALITY GROUP INC,"Ruth's Hospitality Group, Inc. is a fine dining steak house company. The Company develops and operates high-end restaurants that offers chicken, fish, and steaks with melted butter and freshly chopped parsley, as well provides side dishes, appetizers, and desserts. Ruth's Hospitality Group serves customers worldwide.",Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
RVLV UN,REVOLVE GROUP INC,"Revolve Group, Inc. operates as an e-commerce fashion company. The Company markets and sells men's and women's designer apparels, shoes, and accessories. Revolve Group offers jackets, pants, shorts, skirts, sweaters, tops, shoes, and jewelry products. Revolve Group markets its products worldwide.",Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
RVMD UW,REVOLUTION MEDICINES INC,"Revolution Medicines, Inc. operates as an oncology company. The Company discovers novel targeted therapies to inhibit elusive frontier targets within notorious growth and survival pathways. Revolution Medicines serves customers worldwide.",Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
RVNC UQ,REVANCE THERAPEUTICS INC,"Revance Therapeutics, Inc. produces biopharmaceutical products. The Company develops drug delivery and treatments for dermatology and aesthetic medicine. Revance Therapeutics serves patients and doctors throughout the United States.",Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
RVTY UN,REVVITY INC,"Revvity, Inc. provides health science solutions, technologies, expertise, and services. The Company focuses on translational multi-omics technologies, biomarker identification, imaging, prediction, screening, detection and diagnosis, informatics, and other areas. Revvity serves pharmaceutical and biotech, clinical labs, academia, and governments worldwide.",Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
RWT UN,REDWOOD TRUST INC,"Redwood Trust, Inc. is an internally-managed specialty finance company focused on making credit sensitive investments in residential loans and other mortgage-related assets, as well as residential mortgage banking activities. For tax purposes, Redwood is structured as a REIT",Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs
RXDX UW,PROMETHEUS BIOSCIENCES INC,"Precision IBD, Inc. operates as a biopharmaceutical company. The Company focuses on the development of therapeutics and companion diagnostics for inflammatory bowel diseases. Precision IBD serves customers worldwide.",Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
RXO UN,RXO INC,"RXO, Inc. provides transportation solutions. The Company specializes in freight forwarding, truckload, and supply chain management, as well as offers data science, technology operations, and machine learning solutions. RXO operates in the United States, Canada, and Mexico.",Industrials,Transportation,Ground Transportation,Cargo Ground Transportation
RXRX UW,RECURSION PHARMACEUTICALS-A,"Recursion Pharmaceuticals, Inc. operates as a bio-technology company. The Company combines artificial intelligence with automation to conduct experimental biology for testing compounds of cellular disease models in parallel. Recursion Pharmaceuticals serves customers worldwide.",Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
RXST UQ,RXSIGHT INC,"RxSight, Inc. operates as a commercial-stage medical technology company. The Company offers adjustable intraocular lens (IOL) that allows physicians to to improve the vision of patients following cataract surgery. RxSight serves customers in the United States.",Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
RXT UW,RACKSPACE TECHNOLOGY INC,"Rackspace Technology, Inc. provides information technology services. The Company offers colocation, managed cloud and hosting, compliance assistance, enterprise security, and data protection services. Rackspace Technology serves customers worldwide.",Information Technology,Software & Services,IT Services,Internet Services & Infrastruc
RYAM UN,RAYONIER ADVANCED MATERIALS,Rayonier Advanced Materials Inc. operates as a performance fibers business. The Company produces specialty cellulose fibers using proprietary cellulose chemistry knowledge and manufacturing processes.,Materials,Materials,Chemicals,Specialty Chemicals
RYAN UN,RYAN SPECIALTY HOLDINGS INC,"Ryan Specialty Holdings, Inc. operates as a holding company. The Company, through its subsidiaries, provides specialty insurance solutions for brokers, agents, and insurance carriers. Ryan Specialty Holdings serves customers worldwide.",Financials,Insurance,Insurance,Insurance Brokers
RYI UN,RYERSON HOLDING CORP,"Ryerson Holding Corporation operates as a holding company. The Company, through its subsidiaries, purchases, processes, and distributes various forms of stainless steel, aluminum, carbon, alloy steel, nickel, and red metals. Ryerson serves customers worldwide.",Materials,Materials,Metals & Mining,Steel
RYN UN,RAYONIER INC,"Rayonier Inc. is an international forestry products company. The Company produces and sells cellulosic fibers, standing timber, real estate, and timberland acreage. Rayonier also produces logs and wood products, and medium density fiberboard, as well as owns, leases, and manages timberland and provides related management services.",Real Estate,Equity Real Estate Investment,Specialized REITs,Timber REITs
S UN,SENTINELONE INC -CLASS A,"SentinelOne, Inc. operates as a software company. The Company develops security platforms to protect organizations against advanced threats and nation state malware. SentinelOne serves customers worldwide.",Information Technology,Software & Services,Software,Systems Software
SABR UW,SABRE CORP,"Sabre Corporation provides technology solutions to the global travel and tourism industry. The Company offers tours and travel services, as well as online reservations for airlines, hotels, cruises, car rental companies, and vacation packages.",Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
SAFE UN,SAFEHOLD INC,"Safehold Inc. operates as a real estate investment trust. The Company develops, finances, and invests in commercial real estate related projects, as well as provides corporate net lease financing services. Safehold serves customers worldwide.",Real Estate,Equity Real Estate Investment,Specialized REITs,Other Specialized REITs
SAFT UW,SAFETY INSURANCE GROUP INC,"Safety Insurance Group, Inc. provides personal lines property and casualty insurance focused exclusively on the Massachusetts market. The Company's principal product line is private passenger automobile insurance. In addition, Safety Insurance offers commercial automobile, homeowners, dwelling fire, umbrella, and business owner policies.",Financials,Insurance,Insurance,Property & Casualty Insurance
SAGE UQ,SAGE THERAPEUTICS INC,"Sage Therapeutics, Inc. develops treatments for central nervous system disorders. The Company provides treatments for schizophrenia, major depressive disorder, pain, and traumatic brain injury conditions. Sage Therapeutics operates in the United States.",Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
SAH UN,SONIC AUTOMOTIVE INC-CLASS A,"Sonic Automotive, Inc. is an automotive retailer. The Company operates dealers and collision repair centers in the metropolitan southeastern, midwestern, and southwestern United States. Sonic Automotive sells new and used cars and light trucks, as well as replacement parts. Sonic Automotive also provides vehicle maintenance, warranty, paint, repair, and arranges financing services.",Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Automotive Retail
SAIA UW,SAIA INC,"Saia, Inc. provides trucking transportation to the retail, petrochemical, and manufacturing industries. The Company offers regional, interregional, and national less-than-truckload services, and selected truckload services throughout the United States.",Industrials,Transportation,Ground Transportation,Cargo Ground Transportation
SAIC UN,SCIENCE APPLICATIONS INTE,"Science Applications International Corp provides consulting services. The Company offers scientific, engineering, and technology applications and solutions to solve problems. Science Applications International serves security, energy, environmental, health, and infrastructure markets worldwide.",Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
SAM UN,BOSTON BEER COMPANY INC-A,"The Boston Beer Company, Inc. produces a variety of craft-brewed beers and cider products at various contract breweries and Company-owned breweries. The Company sells its products under brand names such as Boston Beer Company, Oregon Beer and Brewing Company, Samuel Adams, and HardCore. Boston Beer sells its products to a network of wholesale distributors.",Consumer Staples,"Food, Beverage & Tobacco",Beverages,Brewers
SAMG UQ,SILVERCREST ASSET MANAGEME-A,Silvercrest Asset Management Group Inc. is a wealth management firm. The Company focuses on providing financial advisory and related family office services to high net worth individuals and institutional investors. Silvercrest Asset Management Group serves customers in the State of New York.,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
SANA UW,SANA BIOTECHNOLOGY INC,"Sana Biotechnology, Inc. operates as a biotechnology company. The Company focuses on creating and delivering engineered cells as medicine for patients. Sana Biotechnology replaces damaged cells and tissues and treats broad array of diseases.",Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
SANM UW,SANMINA CORP,"Sanmina Corporation provides electronics contract manufacturing services to customers located around the world. The Company offers its customers expertise in new product introduction, manufacturing, and design and fabrication of complex interconnect products. Sanmina Corporation specializes in circuit fabrication, system assembly, integration, and high-end enclosures and cabling.",Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi
SASR UW,SANDY SPRING BANCORP INC,"Sandy Spring Bancorp, Inc. is the holding company for Sandy Spring Bank. The Bank conducts a full-service commercial banking business through a network of offices located in Montgomery, Howard, Prince George's, Anne Arundel, and Frederick counties in Maryland. The Company also operates Sandy Spring Insurance Company and The Equipment Leasing Company.",Financials,Banks,Banks,Regional Banks
SATS UW,ECHOSTAR CORP-A,"EchoStar Corporation operates satellite communication infrastructures. The Company provides satellite broadband communication solutions to media and broadcast organizations, pay-TV operators, enterprise customers, and US government and military service providers. EchoStar serves customers worldwide.",Communication Services,Telecommunication Services,Diversified Telecommunication,Alternative Carriers
SAVA UR,CASSAVA SCIENCES INC,"Cassava Sciences, Inc. operates as a clinical-stage biotechnology company. The Company detects and treats neurodegenerative diseases such as alzheimer's. Cassava Sciences serves clients in the United States.",Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
SAVE UN,SPIRIT AIRLINES INC,"Spirit Airlines, Inc. owns and operates airlines. The Company offers flight bookings, vacation packages, carry-on and checked baggage, online booking, and other related services. Spirit Airlines serves clients in the United States.",Industrials,Transportation,Passenger Airlines,Passenger Airlines
SB UN,SAFE BULKERS INC,"Safe Bulkers Inc. is an international provider of marine drybulk transportation services transporting bulk cargoes particularly grain, iron ore, and coal. The Company has a fleet of panamax, kamsarmax, and post-panamax class vessels.",Industrials,Transportation,Marine Transportation,Marine Transportation
SBAC UW,SBA COMMUNICATIONS CORP,"SBA Communications Corporation owns and operates wireless communications infrastructure in the United States. The Company offers site leasing and development, construction, and consulting services. SBA Communications leases antenna space on its multi-tenant towers to a variety of wireless service providers under long-term lease contracts.",Real Estate,Equity Real Estate Investment,Specialized REITs,Telecom Tower REITs
SBCF UW,SEACOAST BANKING CORP/FL,"Seacoast Banking Corporation of Florida operates as a bank holding company. The Bank, through its subsidiaries, offers a full range of banking and investment services, including personal and business deposit products, personal, commercial, and mortgage loans, wealth management services, and treasury management solutions.",Financials,Banks,Banks,Regional Banks
SBGI UW,SINCLAIR INC,"Sinclair, Inc. owns and operates as a broadcast television company. The Company engages consumers on multiple platforms with relevant and compelling news, entertainment, and sports content, as well as provides advertisers and businesses efficient means and value to connect with our mass audiences. Sinclair serves clients in the United States.",Communication Services,Media & Entertainment,Media,Broadcasting
SBH UN,SALLY BEAUTY HOLDINGS INC,"Sally Beauty Holdings, Inc. distributes and retails beauty products. The Company distributes products directly to salons and retails beauty products through a chain of cash and carry stores. Sally Beauty Holdings serves customers worldwide.",Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
SBOW UN,SILVERBOW RESOURCES INC,"SilverBow Resources, Inc. is a Houston-based energy company engaged in the exploration, development, and production of oil and gas from the Eagle Ford Shale in South Texas. The Company leverages their regional reservoir understanding to enhance their operations and maximize returns.",Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
SBRA UW,SABRA HEALTH CARE REIT INC,"Sabra Health Care REIT, Inc. operates a real estate investment trust. The Company owns nursing homes, rehabilitation centers, assisted living facilities, and independent living centers.",Real Estate,Equity Real Estate Investment,Health Care REITs,Health Care REITs
SBSI UW,SOUTHSIDE BANCSHARES INC,"Southside Bancshares, Inc. is a holding company for Southside Bank. The Bank offers a full range of financial services to commercial, industrial, financial, and individual customers, including loans, equipment financing, real estate lending, trust services, and other services through offices in eastern Texas.",Financials,Banks,Banks,Regional Banks
SBT UR,STERLING BANCORP INC/MI,"Sterling Bancorp, Inc. of Michigan provides banking services. The Bank offers commercial, business, and consumer banking products and services, as well as provides deposits, loans, wealth management, and other financing services. Sterling Bancorp serves customers in the United States.",Financials,Banks,Banks,Regional Banks
SBUX UW,STARBUCKS CORP,"Starbucks Corporation is the premier roaster, marketer, and retailer of specialty coffee. The Company offers packaged and single-serve coffees and teas, beverage-related ingredients, and ready-to-drink beverages, as well as produces and sells bottled coffee drinks and a line of ice creams. Starbucks serves customers worldwide.",Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
SCCO UN,SOUTHERN COPPER CORP,"Southern Copper Corporation conducts mining operations in Peru and Mexico. The Company owns and operates open pit mines and metallurgical complexes that produce copper, molybdenum, zinc, and precious metals.",Materials,Materials,Metals & Mining,Copper
SCHL UW,SCHOLASTIC CORP,"Scholastic Corporation is a global children's publishing, education, and media company that produces and distributes educational materials for use in school and at home. The Company provides children's books, textbooks, magazines, technology-based products, teacher materials, television programming, videos, and toys. Scholastic operates throughout the world.",Communication Services,Media & Entertainment,Media,Publishing
SCHN UW,SCHNITZER STEEL INDS INC-A,"Schnitzer Steel Industries, Inc. operates a steel scrap recycling business in the western United States. The Company supplies ferrous scrap to export and domestic steel producers through its scrap collection, processing, and deep water facilities. Schnitzer also operates collection and processing facilities, as well as manages other facilities through joint ventures.",Materials,Materials,Metals & Mining,Steel
SCHW UN,SCHWAB (CHARLES) CORP,"The Charles Schwab Corporation is a financial services company. The Company provides wealth and asset management, securities brokerage, banking, trading and research, custody, and financial advisory services. Charles Schwab serves customers worldwide.",Financials,Financial Services,Capital Markets,Investment Banking & Brokerage
SCI UN,SERVICE CORP INTERNATIONAL,"Service Corporation International provides death care services. The Company offers funeral, cremation, and cemetery services. Service Corp International serves customers worldwide.",Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services
SCL UN,STEPAN CO,"Stepan Company and its subsidiaries produce specialty and intermediate chemicals which are sold to other manufacturers and then made into a variety of end products. The Company's products include surfactants, polymers, and specialty products. Stepan's customers include manufacturers of cleaning or washing compounds, paints, cosmetics, food and beverages, and other manufacturers.",Materials,Materials,Chemicals,Specialty Chemicals
SCS UN,STEELCASE INC-CL A,"Steelcase Inc. designs and manufactures products used to create high performance work environments. The Company offers products such as office furniture, furniture systems, interior architectural products, technology equipment, seating, and related products and services. Steelcase serves customers worldwide.",Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Office Services & Supplies
SCSC UW,SCANSOURCE INC,"ScanSource, Inc. is a value-added wholesale distributor of specialty technology products to the reseller market. The Company provides automatic identification and point-of-sale products, as well as telephony and computer telephony integration products. ScanSource distributes its products in the United States and internationally.",Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Technology Distributors
SCU UN,SCULPTOR CAPITAL MANAGEMENT,"Sculptor Capital Management, Inc. operates as a global alternative asset management firm. The Company providing investment products in a range of areas including multi-strategy, credit, and real estate. Sculptor Capital Management serves clients worldwide.",Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
SCVL UW,SHOE CARNIVAL INC,"Shoe Carnival, Inc. operates as a family footwear retailers. The Company offers broad assortment of dress, casual, and athletic footwear for the entire family with an emphasis on national name brands. Shoe Carnival serves customers in the United States and Puerto Rico.",Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
SCWX UW,SECUREWORKS CORP - A,"SecureWorks Corp. provides intelligence-driven information security solutions. The Company offers advance threat and critical asset protection, compliance and cybersecurity risk management, and security operations services. SecureWorks serves customers in the United States.",Information Technology,Software & Services,Software,Systems Software
SD UN,SANDRIDGE ENERGY INC,"SandRidge Energy, Inc. explores and produces natural gas and crude oil. The Company owns and operates gas gathering, processing facilities, carbon dioxide treating, and transportation facilities. SandRidge Energy serves customers in the United States.",Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
SDGR UW,SCHRODINGER INC,"Schrodinger, Inc. of the United States was founded in 1990. The Company's line of business includes providing software for drug discovery and materials design and running drug discovery programs independently and through collaborations.",Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology
SEAS UN,SEAWORLD ENTERTAINMENT INC,"SeaWorld Entertainment Inc is a theme park and entertainment company. The Company engages in animal husbandry, behavioral management, veterinary care and animal welfare, rescue, and rehabilitate marine and terrestrial animals. SeaWorld Entertainment serves customers in the United States.",Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Leisure Facilities
SEAT UW,VIVID SEATS INC - CLASS A,"Vivid Seats Inc. is an full-service ticketing marketplace. The Company offers an online marketplace which enables fans and event seekers to purchase tickets for sports, concerts, theater, and other live events. Vivid Seats serves customers in the United States.",Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
SEB UA,SEABOARD CORP,"Seaboard Corporation is a diversified international agribusiness and transportation company that primarily produces and processes domestic pork and ships cargo. The Company also merchandises commodities, mills flour and feed, farms produce, produces sugar, and generates electric power overseas.",Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
SEE UN,SEALED AIR CORP,"Sealed Air Corporation manufactures packaging and performance-based materials and equipment systems that serve food, industrial, medical, and consumer applications.",Materials,Materials,Containers & Packaging,Paper & Plastic Packaging Prod
SEER UW,SEER INC,"Seer, Inc. operates as a biotechnology company. The Company offers solutions which combines proprietary engineered nanoparticles with an automated assay solution to provide an unmatched combination of unbiased, deep, rapid, and scalable workflow to give you a clearer view of the proteome. Seer serves customers in the United States.",Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
SEIC UW,SEI INVESTMENTS COMPANY,"SEI Investments Company provides global investment solutions and business solutions. The Company integrates technology, research, information services, financial products, and asset management advice to serve banks, mutual fund and pension plan sponsors, insurance companies, money managers, and individual investors.",Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
SEM UN,SELECT MEDICAL HOLDINGS CORP,"Select Medical Holdings Corporation operates a specialty hospitals and outpatient rehabilitation clinics. The Company provides medical rehabilitation services on a contract basis at nursing homes, hospitals, assisted living and senior care centers, schools, and work sites.",Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities
SENEA UW,SENECA FOODS CORP - CL A,"Seneca Foods Corporation operates as a fruit and vegetable processing company. The Company retails fruits, beans, and vegetables, as well as offers appetizers, entrees, soups, salads, side dishes, and desserts. Seneca Foods serves customers in the United States.",Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
SENS UA,SENSEONICS HOLDINGS INC,"Senseonics Holdings, Inc. operates as a medical technology company. The Company focuses on the design, development, and commercialization of glucose monitoring systems. Senseonics Holdings conducts business in the United States.",Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
SF UN,STIFEL FINANCIAL CORP,"Stifel Financial Corp. is a financial services holding company whose subsidiaries serve individual and institutional clients in the U.S. and Europe. The Company's broker-dealer affiliates provide wealth management, investment banking, independent research, trading, investment advisory, and related financial services.",Financials,Financial Services,Capital Markets,Investment Banking & Brokerage
SFBS UN,SERVISFIRST BANCSHARES INC,"ServisFirst Bancshares, Inc. provides banking services. The Company focuses on commercial and correspondent banking, cash management, private banking, and the professional consumer market, as well as personal financial services through competitive products and state-of-the-art technology. ServisFirst Bancshares serves customers in the United States.",Financials,Banks,Banks,Regional Banks
SFIX UW,STITCH FIX INC-CLASS A,"Stitch Fix, Inc. operates as an online personal styling platform. The Company offers one-to-one personalized apparel, shoes, and accessories for mens, womens, and kids. Stitch Fix serves customers in the United States.",Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
SFL UN,SFL CORP LTD,"SFL Corporation Ltd. owns and charters out ships. The Company operates fleet includes crude oil tankers, bulk and ore vessels, dry bulk carriers, container ships, and jack up oil rigs. SFL serves customers worldwide.",Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
SFM UW,SPROUTS FARMERS MARKET INC,"Sprouts Farmers Market, Inc. operates a chain of retail grocery stores. The Company offers meats, cheese, dairy products, bakery, beer and wine, bulk foods, vitamins, and supplements. Sprouts Farmers Market serves customers throughout the United States.",Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Retail
SFNC UW,SIMMONS FIRST NATL CORP-CL A,"Simmons First National Corporation is a multibank holding company. The Bank offer various loans, credit card services, checking and savings accounts, personal and corporate trust services, and other products and services through offices located in Arkansas.",Financials,Banks,Banks,Regional Banks
SFST UQ,SOUTHERN FIRST BANCSHARES,"Southern First Bancshares, Inc. provides banking services. The Company offers checking and saving accounts, personal and business loans, payment transfers, online banking, cash management, and mortgages. Southern First Bancshares serves customers throughout the State of South Carolina.",Financials,Banks,Banks,Regional Banks
SG UN,SWEETGREEN INC - CLASS A,"Sweetgreen, Inc. manages a chain of salad restaurants. The Company offers salads, frozen yogurts, nutritional specialties, and seasonal selections. Sweetgreen provides stainless steel bottles, gift cards, shirts, salad blaster bowls, and reusable shopping bags through its online stores.",Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
SGC UQ,SUPERIOR GROUP OF COS INC,"Superior Group of Companies, Inc. designs apparel products. The Company manufactures and sells a wide range of uniforms, corporate identification, career apparel, and accessories. Superior Group of Companies serves hospital and healthcare fields, hotels, fast food and other restaurants, public safety, industrial, transportation, and commercial markets worldwide.",Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
SGEN UW,SEAGEN INC,"Seagen Inc. operates as a biotechnology company. The Company discovers and develops monoclonal antibody-based drugs to treat cancer and related diseases, as well as offers antibody-drug conjugate technology designed to deliver cell-killing agents directly to tumor cells. Seagen serves customers worldwide.",Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
SGH UW,SMART GLOBAL HOLDINGS INC,"SMART Global Holdings, Inc. operates as a holding company. The Company, through its subsidiaries, provides specialty memory solutions. SMART Global Holdings manufactures memory for desktops, notebooks, and servers, as well as mobile memory for smartphones.",Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
SGHT UW,SIGHT SCIENCES INC,"Sight Sciences, Inc. operates as a medical device company. The Company develops technology-driven solutions that address the underlying physiology of ophthalmic diseases. Sight Sciences provides surgical and non-surgical devices such as technologies for dry eye disease. Sight Sciences serves customers worldwide.",Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
SGMO UW,SANGAMO THERAPEUTICS INC,"Sangamo Therapeutics, Inc. operates as a biotechnology company. The Company focuses on research and development of genomic therapies, as well as develops medicines for patient with genetic diseases. Sangamo Therapeutics serves customers in the United States.",Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
SGRY UW,SURGERY PARTNERS INC,"Surgery Partners, Inc. operates as a healthcare services company. The Company owns and manages surgical facilities, physician-partnered hospitals, diagnostic laboratory, as well as offers anesthesia, pharmacy, ancillary, and optical services throughout the United States.",Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities
SHAK UN,SHAKE SHACK INC - CLASS A,"Shake Shack Inc. operates roadside burger stands. The Company focuses on providing a classic American menu of premium burgers, chicken, hot dogs, crinkle cut fries, shakes, frozen custard, beer, and wine. Shake Shack serves customers worldwide.",Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
SHBI UW,SHORE BANCSHARES INC,"Shore Bancshares, Inc. is the holding company for The Centreville National Bank of Maryland, The Talbot Bank, and The Felton Bank. The Company provides consumer and commercial banking and insurance services in the Maryland counties of Kent, Queen Anne's, Caroline, Talbot and Dorchester, and in Kent County, Delaware.",Financials,Banks,Banks,Regional Banks
SHC UW,SOTERA HEALTH CO,"Sotera Health Company provides health care services. The Company offers integrated health and sterilization services with the scientific expertise of Nelson Labs, Nordion, and Sterigenics. Sotera Healt serves customers in the United States.",Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
SHCR UW,SHARECARE INC,"Sharecare, Inc. operates as a health and wellness company. The Company develops digital platform with personalized information, programs, and resources to improve health. Sharecare serves customers worldwide.",Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology
SHEN UW,SHENANDOAH TELECOMMUNICATION,"Shenandoah Telecommunications Company provides telecommunications services through its subsidiaries. The Company offers integrated, full service telecommunications products and services in the Northern Shenandoah Valley and surrounding areas. Shenandoah Telecommunications also holds paging and other radio telecommunications licenses.",Communication Services,Telecommunication Services,Wireless Telecommunication Ser,Wireless Telecommunication Ser
SHLS UQ,SHOALS TECHNOLOGIES GROUP -A,"Shoals Technologies Group, Inc. provides electrical balance of system for solar energy projects. The Company offers custom harness solutions, combiner boxes, junction boxes, PV wire, in-line fuses, racking, and string level monitoring solutions. Shoals Technologies Group serves customers worldwide.",Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
SHO UN,SUNSTONE HOTEL INVESTORS INC,"Sunstone Hotel Investors, Inc. operates as a hospitality and lodging real estate investment trust. The Company owns primarily upper scale hotels in the United States. Sunstone Hotel Investors hotels operates under various branded names.",Real Estate,Equity Real Estate Investment,Hotel & Resort REITs,Hotel & Resort REITs
SHOO UW,STEVEN MADDEN LTD,"Steven Madden, Ltd. designs and markets fashion apparels and accessories. The Company designs and markets shoes and fashion accessories such as sportswear and jeans, outerwear, intimate apparel, eyewear, hosiery, and jewelry products. Steven Madden serves customers in the United States.",Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo",Footwear
SHW UN,SHERWIN-WILLIAMS CO/THE,"The Sherwin-Williams Company manufactures, distributes, and sells paints, coatings, and related products. The Company's products are sold to professional, industrial, commercial, and retail customers primarily in North and South America. Sherwin Williams also has additional operations in the Caribbean region, Europe, and Asia.",Materials,Materials,Chemicals,Specialty Chemicals
SHYF UW,SHYFT GROUP INC/THE,"The Shyft Group Inc offers commercial vehicles. The Company distributes and manufactures trucks, trailers, tempo, and other related products. Shyft Group serves customers worldwide.",Industrials,Capital Goods,Machinery,Construction Machinery & Heavy
SIBN UQ,SI-BONE INC,"SI-BONE, Inc. manufactures medical devices. The Company develops tools for diagnosing and treating patients with low back issues, as well as offers system for minimally invasive joint dysfunction. SI-BONE operates worldwide.",Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
SIG UN,SIGNET JEWELERS LTD,"Signet Jewelers Limited operates as a retail company. The Company, through its subsidiaries, retails jewelry, watches, gifts, and accessories. Signet Jewelers serves customers in the United States, the United Kingdom, Puerto Rico, and Canada.",Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
SIGA UQ,SIGA TECHNOLOGIES INC,"SIGA Technologies, Inc. operates as a commercial-stage pharmaceutical company. The Company offers oral formulation of an antiviral drug for the treatment of human smallpox disease caused by variola virus.",Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
